source_system,extraction_date,payroll_receipt_id,payroll_period,employee_id,first_name,last_name,department_code,employment_type,consulting_firm_tax_id,payroll_status,paid_days,monthly_salary,regular_hours,regular_hours_amount,overtime_hours,overtime_amount,productivity_bonus,absence_deduction,gross_pay,estimated_employer_cost
payroll_module,2026-06-29,PAY202511-00003,2025-11,3,Abril,Peralta,D004,Permanent,,ACTIVE,30,11619.22,160.0,0.0,6.0,653.58,0.0,0.0,12272.8,15893.28
payroll_module,2026-06-29,PAY202512-00003,2025-12,3,Abril,Peralta,D004,Permanent,,ACTIVE,30,11619.22,160.0,0.0,5.0,544.65,184.78,0.0,12348.65,15991.5
payroll_module,2026-06-29,PAY202501-00004,2025-01,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,3.0,388.34,0.0,0.0,14195.91,18383.7
payroll_module,2026-06-29,PAY202502-00004,2025-02,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,1.0,129.45,0.0,0.0,13937.02,18048.44
payroll_module,2026-06-29,PAY202503-00004,2025-03,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,2.0,258.89,697.69,0.0,14764.15,19119.57
payroll_module,2026-06-29,PAY202504-00004,2025-04,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,4.0,517.78,0.0,243.25,14082.1,18236.32
payroll_module,2026-06-29,PAY202505-00004,2025-05,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,3.0,388.34,0.0,0.0,14195.91,18383.7
payroll_module,2026-06-29,PAY202506-00004,2025-06,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,5.0,647.23,147.39,0.0,14602.19,18909.84
payroll_module,2026-06-29,PAY202507-00004,2025-07,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,1.0,129.45,0.0,0.0,13937.02,18048.44
payroll_module,2026-06-29,PAY202508-00004,2025-08,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,3.0,388.34,0.0,0.0,14195.91,18383.7
payroll_module,2026-06-29,PAY202509-00004,2025-09,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,2.0,258.89,233.74,0.0,14300.2,18518.76
payroll_module,2026-06-29,PAY202510-00004,2025-10,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,1.0,129.45,0.0,0.0,13937.02,18048.44
payroll_module,2026-06-29,PAY202511-00004,2025-11,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,4.0,517.78,0.0,0.0,14325.35,18551.33
payroll_module,2026-06-29,PAY202512-00004,2025-12,4,Uma,Rodriguez,D002,Permanent,,ACTIVE,30,13807.57,160.0,0.0,6.0,776.68,169.59,329.66,14424.18,18679.31
payroll_module,2026-06-29,PAY202501-00005,2025-01,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,168.84,4748.90,0.0,0.00,0.00,0.00,4748.90,5128.81
payroll_module,2026-06-29,PAY202502-00005,2025-02,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,160.73,4520.94,2.0,85.32,0.00,0.00,4606.26,4974.76
payroll_module,2026-06-29,PAY202503-00005,2025-03,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,152.43,4287.41,3.0,127.98,162.93,0.00,4578.32,4944.59
payroll_module,2026-06-29,PAY202504-00005,2025-04,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,161.06,4530.18,2.0,85.32,0.00,0.00,4615.50,4984.74
payroll_module,2026-06-29,PAY202505-00005,2025-05,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,164.02,4613.44,2.0,85.32,0.00,0.00,4698.76,5074.66
payroll_module,2026-06-29,PAY202506-00005,2025-06,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,163.05,4586.09,0.0,0.00,251.33,0.00,4837.42,5224.41
payroll_module,2026-06-29,PAY202507-00005,2025-07,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,150.64,4237.15,2.0,85.32,0.00,0.00,4322.47,4668.27
payroll_module,2026-06-29,PAY202508-00005,2025-08,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,146.06,4108.30,4.0,170.63,0.00,0.00,4278.93,4621.24
payroll_module,2026-06-29,PAY202509-00005,2025-09,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,180.28,5070.79,1.0,42.66,285.12,0.00,5398.57,5830.46
payroll_module,2026-06-29,PAY202510-00005,2025-10,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,162.41,4568.03,2.0,85.32,0.00,0.00,4653.35,5025.62
payroll_module,2026-06-29,PAY202511-00005,2025-11,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,182.99,5146.88,2.0,85.32,0.00,0.00,5232.20,5650.78
payroll_module,2026-06-29,PAY202512-00005,2025-12,5,Ciro,Gonzalez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,140.61,3955.02,6.0,255.95,48.59,0.00,4259.56,4600.32
payroll_module,2026-06-29,PAY202501-00006,2025-01,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,10.0,1307.63,0.0,0.0,15255.66,19756.08
payroll_module,2026-06-29,PAY202502-00006,2025-02,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,7.0,915.34,0.0,0.0,14863.37,19248.06
payroll_module,2026-06-29,PAY202503-00006,2025-03,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,3.0,392.29,1037.23,897.11,14480.44,18752.17
payroll_module,2026-06-29,PAY202504-00006,2025-04,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,16.0,2092.2,0.0,0.0,16040.23,20772.1
payroll_module,2026-06-29,PAY202505-00006,2025-05,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,6.0,784.58,0.0,0.0,14732.61,19078.73
payroll_module,2026-06-29,PAY202506-00006,2025-06,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,11.0,1438.39,582.18,0.0,15968.6,20679.34
payroll_module,2026-06-29,PAY202507-00006,2025-07,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,12.0,1569.15,0.0,0.0,15517.18,20094.75
payroll_module,2026-06-29,PAY202508-00006,2025-08,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,9.0,1176.87,0.0,0.0,15124.9,19586.75
payroll_module,2026-06-29,PAY202509-00006,2025-09,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,4.0,523.05,1303.25,0.0,15774.33,20427.76
payroll_module,2026-06-29,PAY202510-00006,2025-10,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,12.0,1569.15,0.0,0.0,15517.18,20094.75
payroll_module,2026-06-29,PAY202511-00006,2025-11,6,Delfina,Gimenez,D005,Permanent,,ACTIVE,30,13948.03,160.0,0.0,8.0,1046.1,0.0,0.0,14994.13,19417.4
payroll_module,2026-06-29,PAY202512-00006,2025-12,6,Delfina,Gimenez,D005,Permanent,,TERMINATED_DURING_MONTH,21,9763.62,112.0,0.0,8.0,1046.1,219.94,0.0,11029.66,14283.41
payroll_module,2026-06-29,PAY202501-00007,2025-01,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,4.0,446.95,0.0,0.0,12365.54,16013.37
payroll_module,2026-06-29,PAY202502-00007,2025-02,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,6.0,670.42,0.0,0.0,12589.01,16302.77
payroll_module,2026-06-29,PAY202503-00007,2025-03,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,7.0,782.16,794.45,0.0,13495.2,17476.28
payroll_module,2026-06-29,PAY202504-00007,2025-04,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,6.0,670.42,0.0,0.0,12589.01,16302.77
payroll_module,2026-06-29,PAY202505-00007,2025-05,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,5.0,558.68,0.0,348.34,12128.93,15706.96
payroll_module,2026-06-29,PAY202506-00007,2025-06,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,4.0,446.95,571.03,0.0,12936.57,16752.86
payroll_module,2026-06-29,PAY202507-00007,2025-07,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,4.0,446.95,0.0,0.0,12365.54,16013.37
payroll_module,2026-06-29,PAY202508-00007,2025-08,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,9.0,1005.63,0.0,0.0,12924.22,16736.86
payroll_module,2026-06-29,PAY202509-00007,2025-09,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,4.0,446.95,588.75,0.0,12954.29,16775.81
payroll_module,2026-06-29,PAY202510-00007,2025-10,7,Martina,Diaz,D004,Permanent,,ACTIVE,30,11918.59,160.0,0.0,2.0,223.47,0.0,0.0,12142.06,15723.97
payroll_module,2026-06-29,PAY202511-00007,2025-11,7,Martina,Diaz,D004,Permanent,,TERMINATED_DURING_MONTH,16,6356.58,85.33,0.0,9.0,1005.63,0.0,0.0,7362.21,9534.06
payroll_module,2026-06-29,PAY202512-00007,2025-12,7,Martina,Diaz,D004,Permanent,,NOT_PROCESSED,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
payroll_module,2026-06-29,PAY202501-00008,2025-01,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,144.24,3785.36,5.0,252.13,0.00,0.00,4037.49,4360.49
payroll_module,2026-06-29,PAY202502-00008,2025-02,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,156.71,4112.73,2.0,100.85,0.00,0.00,4213.58,4550.67
payroll_module,2026-06-29,PAY202503-00008,2025-03,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,157.22,4126.02,2.0,100.85,63.08,0.00,4289.95,4633.15
payroll_module,2026-06-29,PAY202504-00008,2025-04,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,150.01,3936.90,2.0,100.85,0.00,0.00,4037.75,4360.77
payroll_module,2026-06-29,PAY202505-00008,2025-05,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,162.91,4275.39,5.0,252.13,0.00,0.00,4527.52,4889.72
payroll_module,2026-06-29,PAY202506-00008,2025-06,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,140.93,3698.52,3.0,151.28,249.48,0.00,4099.28,4427.22
payroll_module,2026-06-29,PAY202507-00008,2025-07,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,144.32,3787.50,2.0,100.85,0.00,0.00,3888.35,4199.42
payroll_module,2026-06-29,PAY202508-00008,2025-08,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,165.92,4354.36,2.0,100.85,0.00,0.00,4455.21,4811.63
payroll_module,2026-06-29,PAY202509-00008,2025-09,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,164.44,4315.47,0.0,0.00,83.57,0.00,4399.04,4750.96
payroll_module,2026-06-29,PAY202510-00008,2025-10,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,162.47,4264.00,1.0,50.43,0.00,0.00,4314.43,4659.58
payroll_module,2026-06-29,PAY202511-00008,2025-11,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,156.08,4096.12,3.0,151.28,0.00,146.50,4100.90,4428.97
payroll_module,2026-06-29,PAY202512-00008,2025-12,8,Lara,Molina,D001,Contractor,30-87654321-0,ACTIVE,30,0.0,169.13,4438.58,4.0,201.70,165.59,0.00,4805.87,5190.34
payroll_module,2026-06-29,PAY202501-00009,2025-01,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,ACTIVE,30,0.0,159.81,4201.75,2.0,80.69,0.00,0.00,4282.44,4625.04
payroll_module,2026-06-29,PAY202502-00009,2025-02,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,ACTIVE,30,0.0,155.17,4079.76,1.0,40.34,0.00,0.00,4120.10,4449.71
payroll_module,2026-06-29,PAY202503-00009,2025-03,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,ACTIVE,30,0.0,167.05,4392.10,1.0,40.34,357.12,0.00,4789.56,5172.72
payroll_module,2026-06-29,PAY202504-00009,2025-04,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,ACTIVE,30,0.0,160.34,4215.86,6.0,242.06,0.00,0.00,4457.92,4814.55
payroll_module,2026-06-29,PAY202505-00009,2025-05,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,TERMINATED_DURING_MONTH,21,0.0,115.03,3024.49,3.0,121.03,0.00,0.00,3145.52,3397.16
payroll_module,2026-06-29,PAY202506-00009,2025-06,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202507-00009,2025-07,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202508-00009,2025-08,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202509-00009,2025-09,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202510-00009,2025-10,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202511-00009,2025-11,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202512-00009,2025-12,9,Delfina,Nuñez,D002,Contractor,30-12345678-9,NOT_PROCESSED,0,0.0,0.0,0.00,0.0,0.00,0.00,0.00,0.00,0.00
payroll_module,2026-06-29,PAY202501-00010,2025-01,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,7.0,695.95,0.0,0.0,11300.86,14634.61
payroll_module,2026-06-29,PAY202502-00010,2025-02,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,6.0,596.53,0.0,0.0,11201.44,14505.86
payroll_module,2026-06-29,PAY202503-00010,2025-03,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,7.0,695.95,794.12,0.0,12094.98,15663.0
payroll_module,2026-06-29,PAY202504-00010,2025-04,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,11.0,1093.63,0.0,0.0,11698.54,15149.61
payroll_module,2026-06-29,PAY202505-00010,2025-05,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,11.0,1093.63,0.0,0.0,11698.54,15149.61
payroll_module,2026-06-29,PAY202506-00010,2025-06,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,13.0,1292.47,657.42,0.0,12554.8,16258.47
payroll_module,2026-06-29,PAY202507-00010,2025-07,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,14.0,1391.89,0.0,0.0,11996.8,15535.86
payroll_module,2026-06-29,PAY202508-00010,2025-08,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,10.0,994.21,0.0,0.0,11599.12,15020.86
payroll_module,2026-06-29,PAY202509-00010,2025-09,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,12.0,1193.05,284.13,0.0,12082.09,15646.31
payroll_module,2026-06-29,PAY202510-00010,2025-10,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,12.0,1193.05,0.0,0.0,11797.96,15278.36
payroll_module,2026-06-29,PAY202511-00010,2025-11,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,16.0,1590.74,0.0,0.0,12195.65,15793.37
payroll_module,2026-06-29,PAY202512-00010,2025-12,10,Alma Valentina,Gonzalez,D003,Permanent,,ACTIVE,30,10604.91,160.0,0.0,16.0,1590.74,874.5,0.0,13070.15,16925.84
payroll_module,2026-06-29,PAY202501-00011,2025-01,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,12.0,586.89,0.0,0.0,5803.69,7515.78
payroll_module,2026-06-29,PAY202502-00011,2025-02,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,6.0,293.44,0.0,0.0,5510.24,7135.76
payroll_module,2026-06-29,PAY202503-00011,2025-03,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,10.0,489.07,436.25,0.0,6142.12,7954.05
payroll_module,2026-06-29,PAY202504-00011,2025-04,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,4.0,195.63,0.0,0.0,5412.43,7009.1
payroll_module,2026-06-29,PAY202505-00011,2025-05,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,8.0,391.26,0.0,0.0,5608.06,7262.44
payroll_module,2026-06-29,PAY202506-00011,2025-06,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,7.0,342.35,327.85,0.0,5887.0,7623.66
payroll_module,2026-06-29,PAY202507-00011,2025-07,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,8.0,391.26,0.0,0.0,5608.06,7262.44
payroll_module,2026-06-29,PAY202508-00011,2025-08,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,16.0,782.52,0.0,0.0,5999.32,7769.12
payroll_module,2026-06-29,PAY202509-00011,2025-09,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,7.0,342.35,479.55,0.0,6038.7,7820.12
payroll_module,2026-06-29,PAY202510-00011,2025-10,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,7.0,342.35,0.0,0.0,5559.15,7199.1
payroll_module,2026-06-29,PAY202511-00011,2025-11,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,12.0,586.89,0.0,0.0,5803.69,7515.78
payroll_module,2026-06-29,PAY202512-00011,2025-12,11,Luciana,Quiroga,D005,Permanent,,ACTIVE,30,5216.8,160.0,0.0,4.0,195.63,276.34,118.72,5570.05,7213.21
payroll_module,2026-06-29,PAY202501-00012,2025-01,12,Alma,Fernandez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,159.2,2579.15,2.0,78.75,0.00,0.00,2657.90,2870.53
payroll_module,2026-06-29,PAY202502-00012,2025-02,12,Alma,Fernandez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,160.49,2599.99,1.0,39.38,0.00,0.00,2639.37,2850.52
payroll_module,2026-06-29,PAY202503-00012,2025-03,12,Alma,Fernandez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,175.77,2847.64,2.0,78.75,61.65,0.00,2988.04,3227.08
payroll_module,2026-06-29,PAY202504-00012,2025-04,12,Alma,Fernandez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,155.01,2511.28,2.0,78.75,0.00,0.00,2590.03,2797.23
payroll_module,2026-06-29,PAY202505-00012,2025-05,12,Alma,Fernandez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,140.9,2282.62,5.0,196.89,0.00,52.54,2426.97,2621.13
payroll_module,2026-06-29,PAY202506-00012,2025-06,12,Alma,Fernandez,D001,Contractor,30-12345678-9,ACTIVE,30,0.0,161.62,2618.41,2.0,78.75,47.26,0.00,2744.42,2963.97
