extraction_date,source_system,source_file,source_row_number,employee_id,first_name,last_name,department_code,department_name,employment_type,salary,hourly_rate,overtime_hourly_rate,consulting_firm_tax_id,consulting_firm_legal_name,performance_rating_2024,performance_rating_2023,performance_rating_2022,performance_rating_2021,performance_rating_2020,turnover_flag
2026-06-29,legacy_hr_system,employees.csv,17,17,Mateo Benjamin,Valdez,D002,Human Resources,Permanent,77257.55,,,,,Fair,Poor,Excellent,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,18,18,Olivia,Molina,D002,Human Resources,Permanent,103668.52,,,,,Good,Good,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,19,19,Milena,Rios,D005,Operations,Contractor,,3088.74,3349.01,30-87654321-0,Beta Consulting,Fair,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,20,20,Morena Jazmin,Silva,D002,Human Resources,Permanent,131270.94,,,,,Good,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,21,21,Federico,Gonzalez,D002,Human Resources,Permanent,101980.84,,,,,Excellent,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,22,22,Francisco,Garcia,D005,Operations,Permanent,111249.19,,,,,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,23,23,Bautista,Martinez,D004,Sales,Permanent,101948.8,,,,,Fair,Good,Poor,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,24,24,Santino,Garcia,D001,Finance,Permanent,175568.35,,,,,Excellent,Good,Good,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,25,25,Juan Manuel,Torres,D004,Sales,Contractor,,,3442.29,30-12345678-9,Alpha Consulting,Excellent,Poor,Fair,Poor,Poor,1
2026-06-29,legacy_hr_system,employees.csv,26,26,Thiago,Diaz,D002,Human Resources,Permanent,144676.35,,,,,Good,Fair,Poor,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,27,27,Thiago Benjamin,Maidana,D004,Sales,Permanent,83374.69,,,,,Good,Fair,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,28,28,Lara,Cabrera,D002,Human Resources,Contractor,,3167.09,2540.33,30-12345678-9,Alpha Consulting,Fair,Excellent,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,29,29,Joaquin,Ojeda,D005,Operations,Permanent,80154.42,,,,,Excellent,Good,Good,Good,Excellent,1
2026-06-29,legacy_hr_system,employees.csv,30,30,Mateo,Alvarez,D002,Human Resources,Permanent,125905.84,,,,,Excellent,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,31,31,Juan Sebastian,Godoy,D003,IT,Permanent,142154.0,,,,,Good,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,32,32,Lautaro Benjamin,Castillo,D004,Sales,Contractor,,3137.09,4384.35,30-12345678-9,Alpha Consulting,Excellent,Good,Good,Poor,Fair,1
2026-06-29,legacy_hr_system,employees.csv,33,33,Valentina Jazmin,Ramos,D003,IT,Permanent,110966.89,,,,,Good,Good,Good,Poor,Fair,0
2026-06-29,legacy_hr_system,employees.csv,34,34,Francisco,Gonzalez,D005,Operations,Permanent,75644.34,,,,,Good,Poor,Excellent,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,35,35,Josefina,Perez,D003,IT,Permanent,98404.67,,,,,Good,Good,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,36,36,Delfina,Leiva,D001,Finance,Permanent,106180.84,,,,,Good,Good,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,37,37,Thiago Lionel,Sanchez,D004,Sales,Permanent,151713.67,,,,,Good,Excellent,Excellent,Fair,Poor,0
2026-06-29,legacy_hr_system,employees.csv,38,38,Ambar,Ruiz,D003,IT,Permanent,130308.55,,,,,Excellent,Excellent,Good,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,39,39,Uma ,Medina,D003,IT,Permanent,67108.8,,,,,Good,Excellent,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,40,40,Thiago Benjamin,Martinez,D002,Human Resources,Contractor,,3259.27,4114.92,30-87654321-0,Beta Consulting,Fair,Poor,Fair,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,41,41,Lucas,Perez,D003,IT,Contractor,,2458.46,5111.68,30-99887766-1,Delta Consulting,Fair,Fair,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,42,42,Maria Victoria,Mendoza,D001,Finance,Contractor,,3824.8,5431.28,30-87654321-0,Beta Consulting,Excellent,Poor,Good,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,43,43,Camila,Diaz,D002,Human Resources,Permanent,94823.47,,,,,Good,Excellent,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,44,44,Mateo Joaquin,Gimenez,D005,Operations,Permanent,110723.63,,,,,Excellent,Fair,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,45,45,Catalina,Gonzalez,D005,Operations,Permanent,129937.9,,,,,Fair,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,46,46,Santino,Morales,D003,IT,Permanent,149266.35,,,,,Good,Good,Fair,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,47,47,Sol,Flores,D002,Human Resources,Permanent,105624.77,,,,,Excellent,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,48,48,Bautista,Alvarez,D003,IT,Permanent,114430.23,,,,,Good,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,49,49,Máximo,Pereyra,D004,Sales,Contractor,,2114.93,3303.79,30-87654321-0,Beta Consulting,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,50,50,Emanuel,Guzman,D005,Operations,Contractor,,3650.02,5856.24,30-11223344-5,Gamma Consulting,Good,Good,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,51,51,Benjamin,Muñoz,D002,Human Resources,Contractor,,2942.39,5503.53,30-11223344-5,Gamma Consulting,Good,Good,Good,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,52,52,Thiago Ezequiel,Rojas,D002,Human Resources,Contractor,,3289.31,3854.88,30-87654321-0,Beta Consulting,Excellent,Good,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,53,53,Thiago Benjamin,Godoy,D005,Operations,Permanent,130841.87,,,,,Good,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,54,54,Santino,Benitez,D001,Finance,Contractor,,4230.43,4464.17,30-87654321-0,Beta Consulting,Excellent,Poor,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,55,55,Facundo,Moyano,D004,Sales,Permanent,166939.31,,,,,Good,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,56,56,Thiago Lionel,Perez,D005,Operations,Permanent,41407.65,,,,,Poor,Good,Excellent,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,57,57,Guillermina,Lopez,D003,IT,Contractor,,3657.52,4587.05,30-99887766-1,Delta Consulting,Good,Good,Excellent,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,58,58,Ian Ezequiel,Aguero,D005,Operations,Permanent,111029.78,,,,,Excellent,Good,Excellent,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,59,59,Juana,Godoy,D004,Sales,Permanent,,,,,,Good,Good,Poor,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,60,60,Tomas,Fernandez,D005,Operations,Permanent,60372.93,,,,,Excellent,Good,Fair,Fair,Poor,0
2026-06-29,legacy_hr_system,employees.csv,61,61,Paulina,Rojas,D005,Operations,Contractor,,2824.26,4857.11,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,62,62,Santiago Benjamin,Pereyra,D002,Human Resources,Contractor,,4182.32,3981.73,30-87654321-0,Beta Consulting,Poor,Good,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,63,63,Benjamin,Romero,D004,Sales,Permanent,95745.19,,,,,Good,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,64,64,Benjamin,Soria,D004,Sales,Permanent,104947.29,,,,,Poor,Good,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,65,65,Emiliano,Rivero,D003,IT,Permanent,147462.06,,,,,Excellent,Poor,Excellent,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,66,66,Julieta,Rodriguez,D005,Operations,Permanent,129862.53,,,,,Excellent,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,67,67,Enzo,Leiva,D002,Human Resources,Contractor,,2576.19,5013.27,30-12345678-9,Alpha Consulting,Fair,Excellent,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,68,68,Catalina,Suarez,D004,Sales,Permanent,122912.33,,,,,Fair,Excellent,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,69,69,Bautista,Coronel,D005,Operations,Contractor,,3774.92,3797.95,30-12345678-9,Alpha Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,70,70,Bautista Benjamin,Fernandez,D004,Sales,Permanent,110170.14,,,,,Poor,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,71,71,Agustin,Molina,D003,IT,Contractor,,2686.31,3036.49,30-99887766-1,Delta Consulting,Good,Fair,Good,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,72,72,Thiago Benjamin,Hernandez,D003,IT,Contractor,,3236.9,4761.06,30-87654321-0,Beta Consulting,Fair,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,73,73,Pedro,Diaz,D004,Sales,Permanent,120153.4,,,,,Fair,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,74,74,Juan Pablo,Ojeda,D002,Human Resources,Permanent,112962.39,,,,,Fair,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,75,75,Sofia,Sanchez,D001,Finance,Permanent,77538.88,,,,,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,76,76,Jeronimo,Ferreyra,D004,Sales,Contractor,,2663.48,4157.29,30-11223344-5,Gamma Consulting,Good,Good,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,77,77,Simon,Gutierrez,D005,Operations,Contractor,,2358.18,4338.71,30-87654321-0,Beta Consulting,Excellent,Fair,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,78,78,Juan Ignacio,Martinez,D001,Finance,Contractor,,3323.24,6386.19,30-11223344-5,Gamma Consulting,Good,Excellent,Excellent,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,79,79,Alma,Nuñez,D005,Operations,Permanent,125237.33,,,,,Poor,Good,Fair,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,80,80,Francisco,Diaz,D004,Sales,Permanent,127726.51,,,,,Excellent,Excellent,Poor,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,81,81,Bautista,Morales,D001,Finance,Permanent,117766.62,,,,,Good,Excellent,Fair,Poor,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,82,82,Francisco,Barrios,D005,Operations,Contractor,,1464.98,4473.49,30-87654321-0,Beta Consulting,Fair,Good,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,83,83,Alma Mia,Rodriguez,D005,Operations,Contractor,,3048.18,6963.24,30-12345678-9,Alpha Consulting,Poor,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,84,84,Emma,Carrizo,D001,Finance,Unknown,114229.17,,,,,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,85,85,Delfina,Fernandez,D004,Sales,Permanent,129046.42,,,,,Good,Good,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,86,86,Santiago Nicolas,Ortiz,D001,Finance,Permanent,118958.65,,,,,Good,Poor,Fair,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,87,87,Agustin,Caceres,D005,Operations,Contractor,,2065.06,5642.82,30-99887766-1,Delta Consulting,Excellent,Good,Good,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,88,88,Micaela,Lopez,D001,Finance,Permanent,142557.99,,,,,Fair,Fair,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,89,89,Catalina,Benitez,D005,Operations,Permanent,143730.96,,,,,Excellent,Fair,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,90,90,Pedro,Herrera,D005,Operations,Contractor,,2272.49,5902.79,30-11223344-5,Gamma Consulting,Excellent,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,91,91,Sebastian,Peralta,D003,IT,Permanent,77944.47,,,,,Excellent,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,92,92,Dylan Benjamin,Gomez,D005,Operations,Permanent,137605.71,,,,,Excellent,Good,Excellent,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,93,93,Lola,Romero,D001,Finance,Contractor,,4752.36,3509.46,30-99887766-1,Delta Consulting,Good,Excellent,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,94,94,Candela,Martinez,D002,Human Resources,Permanent,103011.07,,,,,Excellent,Good,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,95,95,Santiago,Acosta,D002,Human Resources,Contractor,,3079.72,3996.52,30-11223344-5,Gamma Consulting,Good,Good,Excellent,Poor,Poor,0
2026-06-29,legacy_hr_system,employees.csv,96,96,Ciro,Garcia,D001,Finance,Contractor,,1759.47,4568.56,30-87654321-0,Beta Consulting,Good,Fair,Good,Good,Fair,1
2026-06-29,legacy_hr_system,employees.csv,97,97,Valentina,Blanco,D002,Human Resources,Permanent,88130.89,,,,,Excellent,Excellent,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,98,98,Simon,Guzman,D004,Sales,Permanent,134207.77,,,,,Fair,Good,Excellent,Fair,Fair,0
2026-06-29,legacy_hr_system,employees.csv,99,99,Nicolas,Rodriguez,D004,Sales,Contractor,,2264.46,6049.93,30-99887766-1,Delta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,100,100,Angel Gabriel,Miranda,D002,Human Resources,Contractor,,2373.4,4177.94,30-87654321-0,Beta Consulting,Good,Good,Fair,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,101,101,León,Blanco,D004,Sales,Permanent,144405.52,,,,,Good,Fair,Poor,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,102,102,Juan Francisco,Lopez,D005,Operations,Permanent,83074.07,,,,,Excellent,Fair,Excellent,Poor,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,103,103,Pilar,Diaz,D002,Human Resources,Permanent,126823.8,,,,,Fair,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,104,104,Lola,Rodriguez,D005,Operations,Permanent,159214.28,,,,,Good,Fair,Fair,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,105,105,Olivia,Velazquez,D003,IT,Contractor,,1714.01,4684.63,30-12345678-9,Alpha Consulting,Good,Excellent,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,106,106,Thiago Benjamin,Vargas,D001,Finance,Permanent,127796.48,,,,,Fair,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,107,107,Facundo,Flores,D002,Human Resources,Permanent,143454.69,,,,,Excellent,Fair,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,108,108,Gino,Toledo,D004,Sales,Contractor,,2010.44,3179.54,30-99887766-1,Delta Consulting,Good,Excellent,Fair,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,109,109,Lautaro Benjamin,Vera,D004,Sales,Contractor,,3417.55,4796.98,30-11223344-5,Gamma Consulting,Good,Good,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,110,110,Felipe,Garcia,D004,Sales,Permanent,127514.79,,,,,Good,Good,Good,Good,Excellent,1
2026-06-29,legacy_hr_system,employees.csv,111,111,León,Silva,D004,Sales,Permanent,130393.45,,,,,Good,Good,Fair,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,112,112,Juan Pablo,Cardozo,D003,IT,Contractor,,2455.98,4732.25,30-87654321-0,Beta Consulting,Good,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,113,113,Isabella,Nuñez,D002,Human Resources,Contractor,,3234.46,,30-12345678-9,Alpha Consulting,Good,Good,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,114,114,Juan Bautista,Roldan,D004,Sales,Unknown,175973.24,,,,,Excellent,Good,Poor,Good,Poor,1
2026-06-29,legacy_hr_system,employees.csv,115,115,Mateo,Campos,D003,IT,Contractor,,3379.07,3308.7,30-99887766-1,Delta Consulting,Poor,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,116,116,Bautista,Lopez,D002,Human Resources,Contractor,,3525.24,3525.32,30-99887766-1,Delta Consulting,Poor,Fair,Good,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,117,117,Mia,Peralta,D004,Sales,Permanent,143612.54,,,,,Fair,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,118,118,Francisco,Gomez,D004,Sales,Permanent,154757.87,,,,,Fair,Good,Poor,Good,Excellent,1
2026-06-29,legacy_hr_system,employees.csv,119,119,Mateo Agustin,Martinez,D003,IT,Contractor,,2343.45,5463.38,30-12345678-9,Alpha Consulting,Excellent,Poor,Good,Good,Excellent,1
2026-06-29,legacy_hr_system,employees.csv,120,120,Mia,Rios,D002,Human Resources,Permanent,132383.43,,,,,Good,Poor,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,121,121,Ciro,Nuñez,D004,Sales,Contractor,,3657.65,6396.79,30-99887766-1,Delta Consulting,Good,Poor,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,122,122,Maximo,Maidana,D002,Human Resources,Contractor,,2803.69,3746.26,30-12345678-9,Alpha Consulting,Poor,Good,Poor,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,123,123,Sofia,Vera,D001,Finance,Contractor,,2288.39,3684.19,30-99887766-1,Delta Consulting,Excellent,Good,Good,Poor,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,124,124,Emma,Ruiz,D002,Human Resources,Contractor,,2938.32,4841.15,30-87654321-0,Beta Consulting,Excellent,Fair,Good,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,125,125,Felicitas,Garcia,D002,Human Resources,Contractor,,3221.35,5327.18,30-12345678-9,Alpha Consulting,Good,Poor,Poor,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,126,126,Josefina,Cardozo,D001,Finance,Permanent,120390.06,,,,,Good,Fair,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,127,127,Bautista,Medina,D004,Sales,Permanent,163606.02,,,,,Fair,Good,Fair,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,128,128,Mateo Joaquin,Franco,D005,Operations,Permanent,112060.3,,,,,Fair,Fair,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,129,129,Bautista,Diaz,D004,Sales,Contractor,,5176.14,5125.67,30-99887766-1,Delta Consulting,Good,Good,Poor,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,130,130,Thiago Benjamin,Maidana,D001,Finance,Permanent,94285.27,,,,,Good,Good,Fair,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,131,131,Justina,Lucero,D005,Operations,Contractor,,2143.29,4982.47,30-12345678-9,Alpha Consulting,Fair,Excellent,Good,Fair,Good,1
2026-06-29,legacy_hr_system,employees.csv,132,132,Thiago,Fernandez,D004,Sales,Permanent,113296.12,,,,,Good,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,133,133,Zoe Jazmin,Quiroga,D003,IT,Permanent,141420.01,,,,,Excellent,Poor,Excellent,Fair,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,134,134,Tomas,Olivera,D003,IT,Contractor,,3378.59,4427.17,30-12345678-9,Alpha Consulting,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,135,135,Ambar,Gonzalez,D004,Sales,Contractor,,2322.57,,30-12345678-9,Alpha Consulting,Poor,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,136,136,Augusto,Garcia,D002,Human Resources,Contractor,,2642.79,5356.4,30-11223344-5,Gamma Consulting,Fair,Good,Fair,Good,Fair,0
2026-06-29,legacy_hr_system,employees.csv,137,137,Antonella,Acuña,D005,Operations,Contractor,,3171.27,,30-12345678-9,Alpha Consulting,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,138,138,Valentino,Gomez,D003,IT,Permanent,125195.43,,,,,Excellent,Excellent,Good,Excellent,Fair,1
2026-06-29,legacy_hr_system,employees.csv,139,139,Santino,Castro,D001,Finance,Contractor,,3308.25,3616.14,30-87654321-0,Beta Consulting,Good,Good,Excellent,Good,Good,1
2026-06-29,legacy_hr_system,employees.csv,140,140,Victoria,Juarez,D005,Operations,Permanent,124611.75,,,,,Excellent,Excellent,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,141,141,Lucio,Diaz,D004,Sales,Contractor,,3046.57,3357.03,30-99887766-1,Delta Consulting,Good,Fair,Excellent,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,142,142,Juan Manuel,Perez,D004,Sales,Permanent,,,,,,Good,Good,Poor,Excellent,Good,1
2026-06-29,legacy_hr_system,employees.csv,143,143,Pilar,Barrios,D002,Human Resources,Contractor,,3448.63,5583.05,30-11223344-5,Gamma Consulting,Good,Excellent,Fair,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,144,144,Juan Gabriel,Gomez,D005,Operations,Permanent,151614.06,,,,,Good,Good,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,145,145,Pedro,Perez,D001,Finance,Contractor,,1897.86,3562.17,30-99887766-1,Delta Consulting,Good,Fair,Good,Excellent,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,146,146,Benjamin,Vazquez,D005,Operations,Unknown,135451.06,,,,,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,147,147,Luca,Perez,D001,Finance,Permanent,135413.58,,,,,Good,Good,Good,Excellent,Good,0
2026-06-29,legacy_hr_system,employees.csv,148,148,Thiago Nicolas,Molina,D005,Operations,Permanent,135451.43,,,,,Fair,Good,Poor,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,149,149,Pedro,Gonzalez,D003,IT,Unknown,235581.94,,,,,Good,Fair,Good,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,150,150,Bautista,Cruz,D005,Operations,Contractor,,3456.71,5635.57,30-99887766-1,Delta Consulting,Good,Fair,Good,Poor,Good,1
2026-06-29,legacy_hr_system,employees.csv,151,151,Florencia,Molina,D003,IT,Permanent,148620.05,,,,,Excellent,Good,Good,Good,Excellent,0
2026-06-29,legacy_hr_system,employees.csv,152,152,Miguel Angel,Nuñez,D003,IT,Permanent,139541.74,,,,,Excellent,Good,Good,Good,Poor,0
2026-06-29,legacy_hr_system,employees.csv,153,153,Felipe,Fernandez,D005,Operations,Permanent,110541.92,,,,,Good,Good,Fair,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,154,154,Julieta,Mendoza,D002,Human Resources,Permanent,142769.08,,,,,Good,Excellent,Excellent,Excellent,Fair,0
2026-06-29,legacy_hr_system,employees.csv,155,155,Violeta,Guzman,D001,Finance,Permanent,96815.24,,,,,Excellent,Good,Good,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,156,156,Tiziano Valentin,Diaz,D003,IT,Contractor,,2810.55,4014.64,30-99887766-1,Delta Consulting,Good,Good,Good,Fair,Good,0
2026-06-29,legacy_hr_system,employees.csv,157,157,Valentina,Gomez,D001,Finance,Permanent,122456.22,,,,,Good,Good,Fair,Poor,Good,0
2026-06-29,legacy_hr_system,employees.csv,158,158,Fausto,Cruz,D001,Finance,Permanent,189439.76,,,,,Excellent,Good,Poor,Good,Good,0
2026-06-29,legacy_hr_system,employees.csv,159,159,Lola,Rios,D001,Finance,Permanent,63982.04,,,,,Good,Fair,Fair,Good,Fair,0
